player_name,player_id,season_year,game_id,game_date,game_index,home_away,opponent,pts,fga,min,fg_pct,plus_minus,next_pts,next_fga,next_min,next_fg_pct,rolling_pts_avg_3,baseline_pts,pts_diff_from_baseline,performance_label,streak_type,streak_length
LeBron James,2544,2023-24,0022300443,2023-12-30,30,away,MIN,26,21,38.77,0.476,-5,34.0,24.0,36.68,0.5,19.7,25.7,0.3,normal,normal,1
LeBron James,2544,2023-24,0022300446,2023-12-31,31,away,NOP,34,24,36.68,0.5,-11,12.0,18.0,38.16,0.333,25.7,25.7,8.3,hot,hot,1
LeBron James,2544,2023-24,0022300475,2024-01-03,32,home,MIA,12,18,38.16,0.333,-20,32.0,24.0,38.83,0.458,24.0,25.7,-13.7,cold,cold,1
LeBron James,2544,2023-24,0022300491,2024-01-05,33,home,MEM,32,24,38.83,0.458,-8,25.0,19.0,38.12,0.579,26.0,25.7,6.3,normal,normal,1
LeBron James,2544,2023-24,0022300505,2024-01-07,34,home,LAC,25,19,38.12,0.579,5,22.0,17.0,35.22,0.471,23.0,25.7,-0.7,normal,normal,2
LeBron James,2544,2023-24,0022300516,2024-01-09,35,home,TOR,22,17,35.22,0.471,0,10.0,11.0,24.27,0.273,26.3,25.7,-3.7,normal,normal,3
LeBron James,2544,2023-24,0022300531,2024-01-11,36,home,PHX,10,11,24.27,0.273,-25,25.0,20.0,38.92,0.6,19.0,25.7,-15.7,cold,cold,1
LeBron James,2544,2023-24,0022300565,2024-01-15,37,home,OKC,25,20,38.92,0.6,2,25.0,19.0,33.04,0.526,19.0,25.7,-0.7,normal,normal,1
LeBron James,2544,2023-24,0022300577,2024-01-17,38,home,DAL,25,19,33.04,0.526,20,24.0,22.0,33.73,0.409,20.0,25.7,-0.7,normal,normal,2
LeBron James,2544,2023-24,0022300591,2024-01-19,39,home,BKN,24,22,33.73,0.409,-13,28.0,16.0,31.0,0.5,24.7,25.7,-1.7,normal,normal,3
LeBron James,2544,2023-24,0022300605,2024-01-21,40,home,POR,28,16,31.0,0.5,28,25.0,19.0,35.7,0.526,25.7,25.7,2.3,normal,normal,4
LeBron James,2544,2023-24,0022300633,2024-01-25,41,home,CHI,25,19,35.7,0.526,14,36.0,25.0,47.67,0.56,25.7,25.7,-0.7,normal,normal,5
LeBron James,2544,2023-24,0022300650,2024-01-27,42,away,GSW,36,25,47.67,0.56,-6,23.0,15.0,36.78,0.6,29.7,25.7,10.3,hot,hot,1
LeBron James,2544,2023-24,0022300662,2024-01-29,43,away,HOU,23,15,36.78,0.6,-11,20.0,17.0,35.82,0.412,28.0,25.7,-2.7,normal,normal,1
LeBron James,2544,2023-24,0022300669,2024-01-30,44,away,ATL,20,17,35.82,0.412,-6,24.0,19.0,40.3,0.526,26.3,25.7,-5.7,normal,normal,2
LeBron James,2544,2023-24,0022300701,2024-02-03,45,away,NYK,24,19,40.3,0.526,11,26.0,22.0,39.53,0.545,22.3,25.7,-1.7,normal,normal,3
LeBron James,2544,2023-24,0022300713,2024-02-05,46,away,CHA,26,22,39.53,0.545,2,25.0,20.0,35.37,0.45,23.3,25.7,0.3,normal,normal,4
LeBron James,2544,2023-24,0022300740,2024-02-08,47,home,DEN,25,20,35.37,0.45,-6,21.0,13.0,37.52,0.462,25.0,25.7,-0.7,normal,normal,5
LeBron James,2544,2023-24,0022300747,2024-02-09,48,home,NOP,21,13,37.52,0.462,15,25.0,15.0,30.7,0.6,24.0,25.7,-4.7,normal,normal,6
LeBron James,2544,2023-24,0022300776,2024-02-13,49,home,DET,25,15,30.7,0.6,9,30.0,22.0,34.28,0.591,23.7,25.7,-0.7,normal,normal,7
LeBron James,2544,2023-24,0022300813,2024-02-23,50,home,SAS,30,22,34.28,0.591,21,28.0,19.0,36.8,0.632,25.3,25.7,4.3,normal,normal,8
LeBron James,2544,2023-24,0022300818,2024-02-25,51,away,PHX,28,19,36.8,0.632,-8,34.0,21.0,37.02,0.619,27.7,25.7,2.3,normal,normal,9
LeBron James,2544,2023-24,0022300848,2024-02-28,52,away,LAC,34,21,37.02,0.619,11,31.0,24.0,38.76,0.5,30.7,25.7,8.3,hot,hot,1
LeBron James,2544,2023-24,0022300856,2024-02-29,53,home,WAS,31,24,38.76,0.5,-5,26.0,20.0,37.12,0.6,31.0,25.7,5.3,normal,normal,1
LeBron James,2544,2023-24,0022300869,2024-03-02,54,home,DEN,26,20,37.12,0.6,-1,19.0,14.0,30.98,0.5,30.3,25.7,0.3,normal,normal,2
LeBron James,2544,2023-24,0022300884,2024-03-04,55,home,OKC,19,14,30.98,0.5,14,31.0,16.0,36.13,0.625,25.3,25.7,-6.7,normal,normal,3
LeBron James,2544,2023-24,0022300901,2024-03-06,56,home,SAC,31,16,36.13,0.625,-3,29.0,16.0,37.85,0.625,25.3,25.7,5.3,normal,normal,4
LeBron James,2544,2023-24,0022300932,2024-03-10,57,home,MIN,29,16,37.85,0.625,14,18.0,16.0,40.11,0.375,26.3,25.7,3.3,normal,normal,5
LeBron James,2544,2023-24,0022300954,2024-03-13,58,away,SAC,18,16,40.11,0.375,-10,40.0,23.0,37.7,0.652,26.0,25.7,-7.7,normal,normal,6
LeBron James,2544,2023-24,0022300973,2024-03-16,59,home,GSW,40,23,37.7,0.652,-6,25.0,14.0,28.65,0.714,29.0,25.7,14.3,hot,hot,1
LeBron James,2544,2023-24,0022300990,2024-03-18,60,home,ATL,25,14,28.65,0.714,20,20.0,15.0,37.87,0.467,27.7,25.7,-0.7,normal,normal,1
LeBron James,2544,2023-24,0022301018,2024-03-22,61,home,PHI,20,15,37.87,0.467,7,26.0,19.0,38.13,0.421,28.3,25.7,-5.7,normal,normal,2
LeBron James,2544,2023-24,0022301032,2024-03-24,62,home,IND,26,19,38.13,0.421,12,23.0,14.0,34.75,0.571,23.7,25.7,0.3,normal,normal,3
LeBron James,2544,2023-24,0022301055,2024-03-27,63,away,MEM,23,14,34.75,0.571,33,16.0,12.0,34.68,0.5,23.0,25.7,-2.7,normal,normal,4
LeBron James,2544,2023-24,0022301063,2024-03-29,64,away,IND,16,12,34.68,0.5,-13,40.0,17.0,37.2,0.765,21.7,25.7,-9.7,cold,cold,1
LeBron James,2544,2023-24,0022301078,2024-03-31,65,away,BKN,40,17,37.2,0.765,22,23.0,12.0,28.78,0.833,26.3,25.7,14.3,hot,hot,1
LeBron James,2544,2023-24,0022301094,2024-04-02,66,away,TOR,23,12,28.78,0.833,13,25.0,18.0,36.2,0.5,26.3,25.7,-2.7,normal,normal,1
LeBron James,2544,2023-24,0022301103,2024-04-03,67,away,WAS,25,18,36.2,0.5,9,24.0,18.0,35.9,0.556,29.3,25.7,-0.7,normal,normal,2
LeBron James,2544,2023-24,0022301127,2024-04-06,68,home,CLE,24,18,35.9,0.556,10,33.0,22.0,35.53,0.636,24.0,25.7,-1.7,normal,normal,3
LeBron James,2544,2023-24,0022301155,2024-04-09,69,home,GSW,33,22,35.53,0.636,-6,37.0,20.0,40.87,0.65,27.3,25.7,7.3,normal,normal,4
LeBron James,2544,2023-24,0022301177,2024-04-12,70,away,MEM,37,20,40.87,0.65,-5,28.0,20.0,37.68,0.55,31.3,25.7,11.3,hot,hot,1
LeBron James,2544,2023-24,0022301195,2024-04-14,71,away,NOP,28,20,37.68,0.55,19,,,,,32.7,25.7,2.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300065,2023-10-25,1,home,BOS,15,21,32.58,0.286,-9,31.0,21.0,32.7,0.524,15.0,28.7,-13.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300079,2023-10-27,2,away,ATL,31,21,32.7,0.524,13,14.0,14.0,30.58,0.286,23.0,28.7,2.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300090,2023-10-28,3,away,NOP,14,14,30.58,0.286,-9,19.0,16.0,33.67,0.438,20.0,28.7,-14.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300112,2023-10-31,4,away,CLE,19,16,33.67,0.438,21,24.0,23.0,38.61,0.348,21.3,28.7,-9.7,cold,cold,2
Jalen Brunson,1628973,2023-24,0022300120,2023-11-01,5,home,CLE,24,23,38.61,0.348,-6,45.0,30.0,41.62,0.567,19.0,28.7,-4.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300002,2023-11-03,6,away,MIL,45,30,41.62,0.567,2,7.0,12.0,35.2,0.167,29.3,28.7,16.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300151,2023-11-06,7,home,LAC,7,12,35.2,0.167,-1,25.0,19.0,32.75,0.421,25.3,28.7,-21.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300161,2023-11-08,8,home,SAS,25,19,32.75,0.421,27,20.0,12.0,26.57,0.583,25.7,28.7,-3.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300177,2023-11-12,9,home,CHA,20,12,26.57,0.583,13,26.0,21.0,38.77,0.476,17.3,28.7,-8.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300188,2023-11-13,10,away,BOS,26,21,38.77,0.476,-20,24.0,19.0,40.97,0.421,23.7,28.7,-2.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300193,2023-11-15,11,away,ATL,24,19,40.97,0.421,8,32.0,23.0,33.92,0.435,23.3,28.7,-4.7,normal,normal,2
Jalen Brunson,1628973,2023-24,0022300028,2023-11-17,12,away,WAS,32,23,33.92,0.435,18,32.0,21.0,38.87,0.571,27.3,28.7,3.3,normal,normal,3
Jalen Brunson,1628973,2023-24,0022300202,2023-11-18,13,away,CHA,32,21,38.87,0.571,15,25.0,15.0,36.15,0.467,29.3,28.7,3.3,normal,normal,4
Jalen Brunson,1628973,2023-24,0022300221,2023-11-20,14,away,MIN,25,15,36.15,0.467,-16,24.0,16.0,34.22,0.625,29.7,28.7,-3.7,normal,normal,5
Jalen Brunson,1628973,2023-24,0022300045,2023-11-24,15,home,MIA,24,16,34.22,0.625,-6,35.0,25.0,38.2,0.6,27.0,28.7,-4.7,normal,normal,6
Jalen Brunson,1628973,2023-24,0022300247,2023-11-26,16,home,PHX,35,25,38.2,0.6,5,12.0,9.0,33.53,0.556,28.0,28.7,6.3,normal,normal,7
Jalen Brunson,1628973,2023-24,0022300057,2023-11-28,17,home,CHA,12,9,33.53,0.556,20,42.0,24.0,39.94,0.542,23.7,28.7,-16.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300268,2023-11-30,18,home,DET,42,24,39.94,0.542,11,22.0,21.0,36.65,0.429,29.7,28.7,13.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300276,2023-12-01,19,away,TOR,22,21,36.65,0.429,15,24.0,22.0,34.23,0.455,25.3,28.7,-6.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022301201,2023-12-05,20,away,MIL,24,22,34.23,0.455,-14,23.0,17.0,33.54,0.471,29.3,28.7,-4.7,normal,normal,2
Jalen Brunson,1628973,2023-24,0022301227,2023-12-08,21,away,BOS,23,17,33.54,0.471,-21,21.0,12.0,37.56,0.583,23.0,28.7,-5.7,normal,normal,3
Jalen Brunson,1628973,2023-24,0022300297,2023-12-11,22,home,TOR,21,12,37.56,0.583,1,23.0,19.0,39.0,0.316,22.7,28.7,-7.7,normal,normal,4
Jalen Brunson,1628973,2023-24,0022300318,2023-12-13,23,away,UTA,23,19,39.0,0.316,9,50.0,23.0,35.23,0.739,22.3,28.7,-5.7,normal,normal,5
Jalen Brunson,1628973,2023-24,0022300333,2023-12-15,24,away,PHX,50,23,35.23,0.739,7,22.0,17.0,33.93,0.412,31.3,28.7,21.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300343,2023-12-16,25,away,LAC,22,17,33.93,0.412,-25,29.0,21.0,36.74,0.476,31.7,28.7,-6.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300359,2023-12-18,26,away,LAL,29,21,36.74,0.476,1,16.0,15.0,32.23,0.4,33.7,28.7,0.3,normal,normal,2
Jalen Brunson,1628973,2023-24,0022300368,2023-12-20,27,away,BKN,16,15,32.23,0.4,18,36.0,26.0,37.28,0.577,22.3,28.7,-12.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300388,2023-12-23,28,home,MIL,36,26,37.28,0.577,-16,38.0,28.0,37.13,0.536,27.0,28.7,7.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300401,2023-12-25,29,home,MIL,38,28,37.13,0.536,6,24.0,19.0,36.76,0.474,30.0,28.7,9.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300419,2023-12-27,30,away,OKC,24,19,36.76,0.474,-9,20.0,15.0,34.42,0.267,32.7,28.7,-4.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300429,2023-12-29,31,away,ORL,20,15,34.42,0.267,-10,28.0,22.0,40.77,0.409,27.3,28.7,-8.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300441,2023-12-30,32,away,IND,28,22,40.77,0.409,-17,16.0,23.0,40.66,0.217,24.0,28.7,-0.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300451,2024-01-01,33,home,MIN,16,23,40.66,0.217,16,31.0,22.0,38.32,0.591,21.3,28.7,-12.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300468,2024-01-03,34,home,CHI,31,22,38.32,0.591,31,29.0,20.0,32.38,0.55,25.0,28.7,2.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300483,2024-01-05,35,away,PHI,29,20,32.38,0.55,14,33.0,18.0,34.93,0.556,25.3,28.7,0.3,normal,normal,2
Jalen Brunson,1628973,2023-24,0022300494,2024-01-06,36,away,WAS,33,18,34.93,0.556,20,12.0,11.0,25.95,0.273,31.0,28.7,4.3,normal,normal,3
Jalen Brunson,1628973,2023-24,0022300514,2024-01-09,37,home,POR,12,11,25.95,0.273,29,30.0,22.0,38.98,0.455,24.7,28.7,-16.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300530,2024-01-11,38,away,DAL,30,22,38.98,0.455,8,30.0,21.0,36.88,0.524,25.0,28.7,1.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300573,2024-01-17,39,home,HOU,30,21,36.88,0.524,12,41.0,27.0,40.35,0.519,24.0,28.7,1.3,normal,normal,2
Jalen Brunson,1628973,2023-24,0022300579,2024-01-18,40,home,WAS,41,27,40.35,0.519,10,38.0,23.0,35.12,0.565,33.7,28.7,12.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300596,2024-01-20,41,home,TOR,38,23,35.12,0.565,22,30.0,22.0,35.79,0.5,36.3,28.7,9.3,hot,hot,2
Jalen Brunson,1628973,2023-24,0022300615,2024-01-23,42,away,BKN,30,22,35.79,0.5,7,21.0,10.0,26.55,0.7,36.3,28.7,1.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300631,2024-01-25,43,home,DEN,21,10,26.55,0.7,24,32.0,22.0,38.27,0.545,29.7,28.7,-7.7,normal,normal,2
Jalen Brunson,1628973,2023-24,0022300643,2024-01-27,44,home,MIA,32,22,38.27,0.545,24,32.0,24.0,34.22,0.542,27.7,28.7,3.3,normal,normal,3
Jalen Brunson,1628973,2023-24,0022300657,2024-01-29,45,away,CHA,32,24,34.22,0.542,20,29.0,23.0,38.0,0.435,28.3,28.7,3.3,normal,normal,4
Jalen Brunson,1628973,2023-24,0022300671,2024-01-30,46,home,UTA,29,23,38.0,0.435,19,40.0,30.0,36.87,0.5,31.0,28.7,0.3,normal,normal,5
Jalen Brunson,1628973,2023-24,0022300685,2024-02-01,47,home,IND,40,30,36.87,0.5,4,36.0,31.0,44.72,0.484,33.7,28.7,11.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300701,2024-02-03,48,home,LAL,36,31,44.72,0.484,-5,27.0,21.0,31.25,0.524,35.0,28.7,7.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300722,2024-02-06,49,home,MEM,27,21,31.25,0.524,-3,39.0,25.0,37.46,0.56,34.3,28.7,-1.7,normal,normal,2
Jalen Brunson,1628973,2023-24,0022300755,2024-02-10,50,home,IND,39,25,37.46,0.56,-7,27.0,25.0,38.79,0.4,34.0,28.7,10.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300765,2024-02-12,51,away,HOU,27,25,38.79,0.4,-1,33.0,21.0,35.0,0.524,31.0,28.7,-1.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300778,2024-02-14,52,away,ORL,33,21,35.0,0.524,-2,21.0,18.0,39.38,0.278,33.0,28.7,4.3,normal,normal,2
Jalen Brunson,1628973,2023-24,0022300794,2024-02-22,53,away,PHI,21,18,39.38,0.278,20,34.0,25.0,37.57,0.48,27.0,28.7,-7.7,normal,normal,3
Jalen Brunson,1628973,2023-24,0022300816,2024-02-24,54,home,BOS,34,25,37.57,0.48,-12,35.0,26.0,39.59,0.423,29.3,28.7,5.3,normal,normal,4
Jalen Brunson,1628973,2023-24,0022300828,2024-02-26,55,home,DET,35,26,39.59,0.423,3,27.0,25.0,37.19,0.44,30.0,28.7,6.3,normal,normal,5
Jalen Brunson,1628973,2023-24,0022300852,2024-02-29,56,home,GSW,27,25,37.19,0.44,-14,0.0,1.0,0.78,0.0,32.0,28.7,-1.7,normal,normal,6
Jalen Brunson,1628973,2023-24,0022300876,2024-03-03,57,away,CLE,0,1,0.78,0.0,-2,26.0,19.0,28.7,0.579,20.7,28.7,-28.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300912,2024-03-08,58,home,ORL,26,19,28.7,0.579,23,19.0,22.0,32.4,0.273,17.7,28.7,-2.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022300927,2024-03-10,59,home,PHI,19,22,32.4,0.273,2,20.0,12.0,27.08,0.583,15.0,28.7,-9.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022300939,2024-03-12,60,home,PHI,20,12,27.08,0.583,24,45.0,30.0,37.93,0.467,21.7,28.7,-8.7,cold,cold,2
Jalen Brunson,1628973,2023-24,0022300960,2024-03-14,61,away,POR,45,30,37.93,0.467,17,42.0,28.0,36.24,0.607,28.0,28.7,16.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022300975,2024-03-16,62,away,SAC,42,28,36.24,0.607,5,34.0,25.0,35.23,0.48,35.7,28.7,13.3,hot,hot,2
Jalen Brunson,1628973,2023-24,0022300988,2024-03-18,63,away,GSW,34,25,35.23,0.48,13,26.0,23.0,34.08,0.478,40.3,28.7,5.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022301009,2024-03-21,64,away,DEN,26,23,34.08,0.478,-20,17.0,24.0,32.82,0.292,34.0,28.7,-2.7,normal,normal,2
Jalen Brunson,1628973,2023-24,0022301019,2024-03-23,65,home,BKN,17,24,32.82,0.292,12,28.0,20.0,30.07,0.5,25.7,28.7,-11.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022301035,2024-03-25,66,home,DET,28,20,30.07,0.5,37,26.0,19.0,28.52,0.579,23.7,28.7,-0.7,normal,normal,1
Jalen Brunson,1628973,2023-24,0022301053,2024-03-27,67,away,TOR,26,19,28.52,0.579,27,61.0,47.0,43.33,0.532,23.7,28.7,-2.7,normal,normal,2
Jalen Brunson,1628973,2023-24,0022301070,2024-03-29,68,away,SAS,61,47,43.33,0.532,20,30.0,25.0,34.86,0.44,38.3,28.7,32.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022301082,2024-03-31,69,home,OKC,30,25,34.86,0.44,17,20.0,18.0,36.32,0.278,39.0,28.7,1.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022301096,2024-04-02,70,away,MIA,20,18,36.32,0.278,-9,35.0,20.0,38.23,0.6,37.0,28.7,-8.7,cold,cold,1
Jalen Brunson,1628973,2023-24,0022301112,2024-04-04,71,home,SAC,35,20,38.23,0.6,22,35.0,28.0,41.57,0.464,28.3,28.7,6.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022301119,2024-04-05,72,away,CHI,35,28,41.57,0.464,-2,43.0,32.0,39.43,0.5,30.0,28.7,6.3,normal,normal,2
Jalen Brunson,1628973,2023-24,0022301139,2024-04-07,73,away,MIL,43,32,39.43,0.5,11,45.0,24.0,42.43,0.542,37.7,28.7,14.3,hot,hot,1
Jalen Brunson,1628973,2023-24,0022301149,2024-04-09,74,away,CHI,45,24,42.43,0.542,9,39.0,23.0,30.05,0.652,41.0,28.7,16.3,hot,hot,2
Jalen Brunson,1628973,2023-24,0022301167,2024-04-11,75,away,BOS,39,23,30.05,0.652,28,30.0,25.0,36.53,0.4,42.3,28.7,10.3,hot,hot,3
Jalen Brunson,1628973,2023-24,0022301175,2024-04-12,76,home,BKN,30,25,36.53,0.4,7,40.0,30.0,41.19,0.467,38.0,28.7,1.3,normal,normal,1
Jalen Brunson,1628973,2023-24,0022301190,2024-04-14,77,home,CHI,40,30,41.19,0.467,1,,,,,36.3,28.7,11.3,hot,hot,1
DeMar DeRozan,201942,2023-24,0022300070,2023-10-25,1,home,OKC,20,20,32.88,0.45,-29,33.0,22.0,41.35,0.5,20.0,24.0,-4.0,normal,normal,1
DeMar DeRozan,201942,2023-24,0022300082,2023-10-27,2,home,TOR,33,22,41.35,0.5,0,20.0,13.0,31.82,0.538,26.5,24.0,9.0,hot,hot,1
DeMar DeRozan,201942,2023-24,0022300088,2023-10-28,3,away,DET,20,13,31.82,0.538,-11,20.0,19.0,34.7,0.316,24.3,24.0,-4.0,normal,normal,1
DeMar DeRozan,201942,2023-24,0022300102,2023-10-30,4,away,IND,20,19,34.7,0.316,15,16.0,13.0,32.8,0.385,24.3,24.0,-4.0,normal,normal,2
DeMar DeRozan,201942,2023-24,0022300124,2023-11-01,5,away,DAL,16,13,32.8,0.385,-17,24.0,20.0,33.47,0.45,18.7,24.0,-8.0,cold,cold,1
DeMar DeRozan,201942,2023-24,0022300004,2023-11-03,6,home,BKN,24,20,33.47,0.45,-16,17.0,16.0,33.77,0.438,20.0,24.0,0.0,normal,normal,1
DeMar DeRozan,201942,2023-24,0022300139,2023-11-04,7,away,DEN,17,16,33.77,0.438,-18,21.0,13.0,29.83,0.615,19.0,24.0,-7.0,normal,normal,2
DeMar DeRozan,201942,2023-24,0022300152,2023-11-06,8,home,UTA,21,13,29.83,0.615,2,22.0,20.0,39.9,0.3,20.7,24.0,-3.0,normal,normal,3
DeMar DeRozan,201942,2023-24,0022300162,2023-11-08,9,home,PHX,22,20,39.9,0.3,-3,29.0,19.0,36.88,0.579,20.0,24.0,-2.0,normal,normal,4
DeMar DeRozan,201942,2023-24,0022300181,2023-11-12,10,home,DET,29,19,36.88,0.579,12,11.0,14.0,36.97,0.214,24.0,24.0,5.0,normal,normal,5
